Load Time (ms),Sample Time (ms),Sample Runs,Sample Throughput (tokens/second),Prefill Time (ms),Prefill Tokens,Prefill Throughput (tokens/second),Decode Time (ms),Decode Runs,Decode Throughput (tokens/second),Total Time (ms),Total Tokens,model
892.41,115.12375,500,1808.91,2094.95,26.0,12.41,130251.26,499.0,3.83,135887.01,525.0,Gemma
892.41,115.12375,500,2228.12,1476.85,18.0,12.19,130177.69,499.0,3.83,135057.71,517.0,Gemma
892.41,103.59,234,2258.86,1152.9,14.0,12.14,59917.3,233.0,3.89,62561.76,247.0,Gemma
892.41,115.12375,479,1934.24,642.11,7.0,10.9,124364.47,478.0,3.84,128294.73,485.0,Gemma
892.41,41.57,74,1780.3,1957.46,24.0,12.26,18578.42,73.0,3.93,21021.13,97.0,Gemma
892.41,115.12375,500,1905.89,958.04,11.0,11.48,130058.74,499.0,3.84,134503.78,510.0,Gemma
892.41,115.12375,386,2211.87,1460.84,17.0,11.64,99957.86,385.0,3.85,103983.09,402.0,Gemma
892.41,8.78,12,1367.21,9490.39,73.0,12.33,2816.18,11.0,3.91,12389.34,128.0,Gemma
892.41,115.12375,305,1890.22,411.93,4.0,9.71,78481.72,304.0,3.87,80934.0,308.0,Gemma
892.41,115.12375,500,1955.01,958.55,11.0,11.48,129989.33,499.0,3.84,134426.87,510.0,Gemma
892.41,115.12375,289,1678.9,1014.0,12.0,11.83,74247.65,288.0,3.88,77249.26,300.0,Gemma
892.41,115.12375,500,2012.27,3039.08,37.0,12.17,130470.88,499.0,3.82,136971.85,536.0,Gemma
892.41,115.12375,308,2034.78,634.21,7.0,11.04,79240.26,307.0,3.87,81894.47,314.0,Gemma
892.41,115.12375,438,2021.96,1751.79,21.0,11.99,113750.81,437.0,3.84,118470.59,458.0,Gemma
892.41,115.12375,500,1887.94,4081.21,51.0,12.5,130707.63,499.0,3.82,138273.59,550.0,Gemma
892.41,115.12375,500,1921.41,1723.33,21.0,12.19,130209.59,499.0,3.83,135401.67,520.0,Gemma
892.41,115.12375,361,1701.51,3432.62,42.0,12.24,93519.22,360.0,3.85,99453.93,402.0,Gemma
892.41,115.12375,500,2052.27,1107.8,13.0,11.73,130100.0,499.0,3.84,134637.55,512.0,Gemma
892.41,115.12375,482,2073.15,542.31,6.0,11.06,125189.56,481.0,3.84,129022.62,487.0,Gemma
892.41,50.79,118,2323.43,1511.43,18.0,11.91,29831.94,117.0,3.92,32073.61,135.0,Gemma
892.41,115.12375,500,1978.19,5728.25,71.0,12.39,131037.37,499.0,3.81,140217.08,570.0,Gemma
892.41,41.09,98,2384.83,1582.37,19.0,12.01,24717.79,97.0,3.92,26901.19,116.0,Gemma
892.41,115.12375,500,2074.4,1647.51,20.0,12.14,130237.91,499.0,3.83,135306.25,519.0,Gemma
892.41,115.12375,456,1984.42,2915.65,36.0,12.35,118707.38,455.0,3.83,124725.26,491.0,Gemma
892.41,115.12375,500,1706.53,4418.77,55.0,12.45,130706.45,499.0,3.82,138682.27,554.0,Gemma
892.41,115.12375,500,2084.02,2034.71,25.0,12.29,130256.24,499.0,3.83,135724.57,524.0,Gemma
892.41,115.12375,500,2236.21,2324.47,29.0,12.48,130318.98,499.0,3.83,136039.5,528.0,Gemma
892.41,95.66,194,2028.1,2165.34,27.0,12.47,49627.79,193.0,3.89,53031.44,220.0,Gemma
892.41,115.12375,500,1898.87,1811.15,22.0,12.15,130155.99,499.0,3.83,135433.25,521.0,Gemma
892.41,115.12375,500,1972.95,1341.31,16.0,11.93,130160.99,499.0,3.83,134973.18,515.0,Gemma
892.41,115.12375,494,1896.29,1661.98,20.0,12.03,128507.6,493.0,3.84,133591.41,513.0,Gemma
892.41,115.12375,500,1854.81,1532.21,18.0,11.75,130141.8,499.0,3.83,135175.55,517.0,Gemma
892.41,9.59,19,1980.82,3708.63,46.0,12.4,4556.58,18.0,3.95,8383.46,64.0,Gemma
892.41,26.6,48,1804.31,793.67,9.0,11.34,11858.46,47.0,3.96,12956.23,56.0,Gemma
892.41,115.12375,500,1911.53,2586.01,32.0,12.37,130376.02,499.0,3.83,136464.39,531.0,Gemma
892.41,115.12375,446,2015.18,1791.59,22.0,12.28,115810.13,445.0,3.84,120661.3,467.0,Gemma
892.41,115.12375,500,1826.16,1105.77,13.0,11.76,130097.83,499.0,3.84,134709.56,512.0,Gemma
892.41,115.12375,500,2109.78,1879.99,23.0,12.23,130317.02,499.0,3.83,135610.7,522.0,Gemma
892.41,115.12375,500,2125.84,1709.79,21.0,12.28,130247.84,499.0,3.83,135388.89,520.0,Gemma
892.41,115.12375,385,2157.19,621.01,7.0,11.27,99472.74,384.0,3.86,102660.07,391.0,Gemma
892.41,115.12375,500,2000.37,708.22,8.0,11.3,130072.95,499.0,3.84,134218.29,507.0,Gemma
892.41,115.12375,500,2022.9,1426.49,17.0,11.92,130171.96,499.0,3.83,135045.58,516.0,Gemma
892.41,115.12375,500,1862.92,4972.66,62.0,12.47,131055.68,499.0,3.81,139491.8,561.0,Gemma
892.41,115.12375,431,2062.43,681.09,7.0,10.28,111736.56,430.0,3.85,115339.24,437.0,Gemma
892.41,115.12375,399,1987.58,1419.11,17.0,11.98,103272.92,398.0,3.85,107383.58,415.0,Gemma
892.41,115.12375,500,1826.48,861.62,10.0,11.61,130018.81,499.0,3.84,134382.67,509.0,Gemma
892.41,115.12375,406,2187.92,5270.5,65.0,12.33,105723.98,405.0,3.83,113706.25,470.0,Gemma
892.41,100.58,227,2256.93,6139.25,73.0,12.38,58669.44,226.0,3.85,66256.09,302.0,Gemma
892.41,101.84,227,2228.94,540.03,6.0,11.11,58005.96,226.0,3.9,60000.46,232.0,Gemma
892.41,115.12375,500,1923.11,1945.5,24.0,12.34,130298.49,499.0,3.83,135703.83,523.0,Gemma
892.41,8.32,16,1924.0,4859.52,61.0,12.55,3831.74,15.0,3.91,8791.19,76.0,Gemma
892.41,115.12375,500,1842.77,1027.54,12.0,11.68,130214.74,499.0,3.83,134753.0,511.0,Gemma
892.41,115.12375,369,2024.95,1400.33,17.0,12.14,95416.98,368.0,3.86,99285.88,385.0,Gemma
892.41,49.3,115,2332.85,2254.81,28.0,12.42,29104.53,114.0,3.92,32070.02,142.0,Gemma
892.41,98.57,172,1744.95,3262.6,40.0,12.26,43963.48,171.0,3.89,48377.44,211.0,Gemma
892.41,38.74,90,2323.0,4079.55,51.0,12.5,22804.86,89.0,3.9,27437.11,140.0,Gemma
892.41,115.12375,500,1898.8,1570.18,19.0,12.1,130154.56,499.0,3.83,135194.74,518.0,Gemma
892.41,115.12375,338,1933.82,779.81,9.0,11.54,87097.47,337.0,3.87,90126.57,346.0,Gemma
892.41,115.12375,500,1997.61,4087.03,50.0,12.23,130704.75,499.0,3.82,138234.92,549.0,Gemma
892.41,115.12375,500,2104.0,1253.15,15.0,11.97,130158.76,499.0,3.83,134844.67,514.0,Gemma
892.41,20.59,28,1359.95,5792.91,72.0,12.43,6890.81,27.0,3.92,12878.94,99.0,Gemma
892.41,111.81,251,2244.78,705.23,8.0,11.34,64324.38,250.0,3.89,66640.2,258.0,Gemma
892.41,115.12375,500,1910.85,776.06,9.0,11.6,130158.91,499.0,3.83,134425.62,508.0,Gemma
892.41,115.12375,500,2082.76,1332.94,16.0,12.0,130179.82,499.0,3.83,134935.49,515.0,Gemma
892.41,26.5,61,2302.23,1942.79,24.0,12.35,15252.1,60.0,3.93,17567.7,84.0,Gemma
892.41,115.12375,383,2003.54,704.76,8.0,11.35,98998.34,382.0,3.86,102270.09,390.0,Gemma
892.41,115.12375,500,2215.57,514.08,5.0,9.73,129892.46,499.0,3.84,133809.3,504.0,Gemma
892.41,115.12375,260,1967.51,545.1,6.0,11.01,66653.6,259.0,3.89,68898.65,265.0,Gemma
892.41,13.17,23,1746.79,1346.87,16.0,11.88,5532.93,22.0,3.98,7030.22,38.0,Gemma
892.41,115.12375,427,1926.17,11081.54375,73.0,12.13,113094.52,426.0,3.77,134321.9,648.0,Gemma
892.41,115.12375,500,1903.83,2782.34,34.0,12.22,130476.8,499.0,3.82,136753.42,533.0,Gemma
892.41,115.12375,417,1827.75,1635.33,20.0,12.23,108089.39,416.0,3.85,112617.63,436.0,Gemma
892.41,115.12375,280,2205.96,1893.71,23.0,12.15,72093.27,279.0,3.87,75790.43,302.0,Gemma
892.41,115.12375,500,1980.97,1147.63,13.0,11.33,130064.88,499.0,3.84,134663.48,512.0,Gemma
892.41,68.92,139,2016.98,1203.81,14.0,11.63,35241.0,138.0,3.92,37335.42,152.0,Gemma
892.41,115.12375,500,2045.26,1321.4,16.0,12.11,130182.99,499.0,3.83,134946.77,515.0,Gemma
892.41,115.12375,500,2052.83,1017.6,12.0,11.79,130070.35,499.0,3.84,134518.11,511.0,Gemma
892.41,115.12375,500,1885.71,1714.51,21.0,12.25,130244.03,499.0,3.83,135479.03,520.0,Gemma
892.41,115.12375,293,1991.22,544.69,6.0,11.02,75314.24,292.0,3.88,77794.22,298.0,Gemma
892.41,115.12375,396,2111.02,705.09,8.0,11.35,102479.66,395.0,3.85,105848.69,403.0,Gemma
892.41,115.12375,293,2135.71,965.38,11.0,11.39,75398.79,292.0,3.87,78277.72,303.0,Gemma
892.41,21.03,44,2091.95,387.02,4.0,10.34,10855.74,43.0,3.96,11518.59,47.0,Gemma
892.41,115.12375,500,2166.98,894.8,10.0,11.18,130106.76,499.0,3.84,134407.49,509.0,Gemma
892.41,112.87,254,2250.46,6453.86,73.0,12.4,65746.55,253.0,3.85,73835.58,333.0,Gemma
892.41,95.26,146,1532.65,2862.89,35.0,12.23,37139.35,145.0,3.9,41004.88,180.0,Gemma
892.41,115.12375,500,1913.34,2538.19,31.0,12.21,130382.39,499.0,3.83,136408.02,530.0,Gemma
892.41,41.23,57,1382.56,2027.72,25.0,12.33,14184.51,56.0,3.95,16611.21,81.0,Gemma
892.41,115.12375,302,2245.92,4790.78,60.0,12.52,78361.46,301.0,3.84,85104.46,361.0,Gemma
892.41,115.12375,500,1951.3,11081.54375,73.0,12.21,132296.95,499.0,3.77,149536.89,667.0,Gemma
892.41,115.12375,500,1985.52,5720.81,71.0,12.41,131113.68,499.0,3.81,140274.52,570.0,Gemma
892.41,115.12375,500,2079.9,1704.39,21.0,12.32,130244.28,499.0,3.83,135383.47,520.0,Gemma
892.41,115.12375,500,1881.11,1638.72,20.0,12.2,130143.53,499.0,3.83,135269.5,519.0,Gemma
892.41,115.12375,500,1750.59,1253.92,15.0,11.96,130112.81,499.0,3.84,134935.11,514.0,Gemma
892.41,115.12375,295,1893.42,3066.89,38.0,12.39,76200.63,294.0,3.86,81255.43,332.0,Gemma
892.41,115.12375,500,1918.88,1662.33,20.0,12.03,130195.5,499.0,3.83,135349.69,519.0,Gemma
892.41,99.05,219,2211.12,4124.77,51.0,12.36,56366.68,218.0,3.87,61892.19,269.0,Gemma
892.41,115.12375,303,2009.46,3638.25,45.0,12.37,78392.53,302.0,3.85,84023.87,347.0,Gemma
892.41,115.12375,338,1975.36,1312.99,16.0,12.19,87188.99,337.0,3.87,90750.03,353.0,Gemma
892.41,100.32,227,2262.85,4599.66,57.0,12.39,58482.54,226.0,3.86,64529.62,283.0,Gemma
892.41,23.07,53,2297.65,5925.53,73.0,12.32,13328.49,52.0,3.9,19577.07,125.0,Gemma
892.41,115.12375,268,2098.59,1192.91,14.0,11.74,68880.6,267.0,3.88,71817.56,281.0,Gemma
892.41,115.12375,355,2000.67,2341.68,29.0,12.38,91816.29,354.0,3.86,96525.82,383.0,Gemma
892.41,78.95,185,2343.37,927.38,11.0,11.86,47110.37,184.0,3.91,49203.04,195.0,Gemma
892.41,83.62,191,2284.09,1956.03,24.0,12.27,48783.17,190.0,3.89,51948.43,214.0,Gemma
892.41,62.88,146,2321.92,2450.58,30.0,12.24,37145.15,145.0,3.9,40505.14,175.0,Gemma
892.41,90.23,204,2261.01,2298.37,28.0,12.18,52233.74,203.0,3.89,55820.82,231.0,Gemma
892.41,115.12375,500,2023.17,11081.54375,73.0,12.04,133192.32,499.0,3.75,156482.73,738.0,Gemma
892.41,67.58,157,2323.28,1865.95,23.0,12.33,39945.17,156.0,3.91,42796.68,179.0,Gemma
892.41,24.31,33,1357.41,8036.53,73.0,12.32,8210.18,32.0,3.9,16476.75,131.0,Gemma
892.41,115.12375,500,2082.03,1161.45,14.0,12.05,130161.28,499.0,3.83,134748.78,513.0,Gemma
892.41,115.12375,471,1901.7,3522.4,44.0,12.49,122753.04,470.0,3.83,129518.98,514.0,Gemma
892.41,61.56,145,2355.27,2190.49,27.0,12.33,36865.5,144.0,3.91,39960.38,171.0,Gemma
892.41,115.12375,460,2094.48,11081.54375,73.0,11.8,123392.37,459.0,3.72,154680.1,791.0,Gemma
892.41,115.12375,500,1829.24,1184.76,14.0,11.82,130081.86,499.0,3.84,134764.94,513.0,Gemma
892.41,53.24,123,2310.34,1644.58,20.0,12.16,31113.65,122.0,3.92,33520.91,142.0,Gemma
892.41,115.12375,500,2260.75,935.38,11.0,11.76,130083.74,499.0,3.84,134424.55,510.0,Gemma
892.41,11.82,26,2200.03,4734.72,59.0,12.46,6380.74,25.0,3.92,11274.69,84.0,Gemma
892.41,115.12375,500,1903.68,926.24,11.0,11.88,130118.28,499.0,3.83,134525.48,510.0,Gemma
892.41,115.12375,500,1930.36,937.66,11.0,11.73,130205.02,499.0,3.83,134585.21,510.0,Gemma
892.41,115.12375,410,2114.07,777.71,9.0,11.57,106121.11,409.0,3.85,109639.66,418.0,Gemma
892.41,32.45,78,2403.77,861.47,10.0,11.61,19493.67,77.0,3.95,20834.31,87.0,Gemma
892.41,80.58,178,2208.88,2501.81,31.0,12.39,45473.01,177.0,3.89,49106.65,208.0,Gemma
892.41,115.12375,500,2090.34,1942.74,24.0,12.35,130272.77,499.0,3.83,135642.89,523.0,Gemma
892.41,115.12375,371,1981.1,1160.62,14.0,12.06,95863.74,370.0,3.86,99513.36,384.0,Gemma
892.41,113.03,256,2264.85,1330.91,16.0,12.02,65810.91,255.0,3.87,68777.7,271.0,Gemma
892.41,115.12375,500,1987.07,2266.14,28.0,12.36,130371.62,499.0,3.83,136087.68,527.0,Gemma
892.41,115.12375,348,2231.04,783.4,9.0,11.49,89783.76,347.0,3.86,92864.28,356.0,Gemma
892.41,89.23,204,2286.2,3297.89,41.0,12.43,52325.31,203.0,3.88,56914.56,244.0,Gemma
892.41,115.12375,500,1899.8,4193.38,52.0,12.4,130705.84,499.0,3.82,138377.25,551.0,Gemma
892.41,115.12375,500,2040.02,708.6,8.0,11.29,130235.23,499.0,3.83,134356.05,507.0,Gemma
892.41,115.12375,500,2100.35,3212.39,40.0,12.45,130596.53,499.0,3.82,137233.25,539.0,Gemma
892.41,115.12375,285,2301.26,3461.74,43.0,12.42,73623.1,284.0,3.86,78927.02,327.0,Gemma
892.41,115.12375,295,2118.37,1959.07,24.0,12.25,75986.04,294.0,3.87,79876.77,318.0,Gemma
892.41,115.12375,433,1964.4,238.29,2.0,8.39,112133.68,432.0,3.85,115318.58,434.0,Gemma
892.41,72.85,124,1702.17,2336.86,29.0,12.41,31445.99,123.0,3.91,34610.91,152.0,Gemma
892.41,106.5,215,2018.68,1637.39,20.0,12.21,55043.26,214.0,3.89,58081.93,234.0,Gemma
892.41,74.51,161,2160.78,474.45,5.0,10.54,40858.19,160.0,3.92,42347.6,165.0,Gemma
892.41,115.12375,370,2180.82,1324.24,16.0,12.08,95643.3,369.0,3.86,99415.38,385.0,Gemma
892.41,115.12375,452,2084.54,1109.48,13.0,11.72,117336.2,451.0,3.84,121510.39,464.0,Gemma
892.41,88.6,194,2189.67,10405.51,73.0,12.3,50290.03,193.0,3.84,61934.72,321.0,Gemma
892.41,69.76,161,2307.98,2046.78,25.0,12.21,41025.33,160.0,3.9,44079.32,185.0,Gemma
892.41,53.94,126,2336.15,2291.71,28.0,12.22,32000.08,125.0,3.91,35079.24,153.0,Gemma
892.41,115.12375,500,1930.78,551.05,6.0,10.89,129966.26,499.0,3.84,133993.85,505.0,Gemma
892.41,115.12375,500,2026.96,975.65,11.0,11.27,130066.75,499.0,3.84,134461.18,510.0,Gemma
892.41,42.11,97,2303.76,1406.26,17.0,12.09,24397.73,96.0,3.93,26401.59,113.0,Gemma
892.41,115.12375,500,1959.25,1106.29,13.0,11.75,130127.03,499.0,3.83,134671.88,512.0,Gemma
892.41,45.61,72,1578.46,1099.82,13.0,11.82,18039.07,71.0,3.94,19625.1,84.0,Gemma
892.41,115.12375,500,2128.43,1247.96,15.0,12.02,130149.11,499.0,3.83,134790.76,514.0,Gemma
892.41,73.45,171,2328.11,627.37,7.0,11.16,43447.11,170.0,3.91,45146.93,177.0,Gemma
892.41,115.12375,500,2121.5,1237.51,15.0,12.12,130122.34,499.0,3.83,134766.46,514.0,Gemma
892.41,115.12375,500,2047.95,2998.03,37.0,12.34,130444.74,499.0,3.83,136880.22,536.0,Gemma
892.41,115.12375,500,2072.06,3689.74,46.0,12.47,130628.4,499.0,3.82,137768.6,545.0,Gemma
892.41,43.22,100,2313.53,2047.84,25.0,12.21,25274.3,99.0,3.92,27939.57,124.0,Gemma
892.41,26.47,54,2039.97,10231.14,73.0,12.32,13717.75,53.0,3.86,24284.39,179.0,Gemma
892.41,115.12375,500,2170.51,1882.7,23.0,12.22,130186.34,499.0,3.83,135480.09,522.0,Gemma
892.41,115.12375,491,1882.9,664.02,7.0,10.54,127564.01,490.0,3.84,131614.26,497.0,Gemma
892.41,115.12375,423,2152.61,2094.03,26.0,12.42,109798.54,422.0,3.84,114732.56,448.0,Gemma
892.41,115.12375,500,2234.38,3623.0,45.0,12.42,130679.81,499.0,3.82,137709.15,544.0,Gemma
892.41,115.12375,500,2114.5,1036.14,12.0,11.58,130026.51,499.0,3.84,134485.71,511.0,Gemma
892.41,80.74,188,2328.38,1103.34,13.0,11.78,47919.8,187.0,3.9,50202.79,200.0,Gemma
892.41,26.37,57,2161.47,3174.51,39.0,12.29,14240.99,56.0,3.93,17768.19,95.0,Gemma
892.41,115.12375,500,2003.34,1484.22,18.0,12.13,130204.12,499.0,3.83,135117.48,517.0,Gemma
892.41,26.28,52,1978.54,856.31,10.0,11.68,12838.45,51.0,3.97,14019.12,61.0,Gemma
892.41,88.9,206,2317.21,1088.34,13.0,11.94,52633.94,205.0,3.89,55020.45,218.0,Gemma
892.41,115.12375,500,2049.83,798.23,9.0,11.28,129965.99,499.0,3.84,134210.79,508.0,Gemma
892.41,115.12375,500,1932.46,942.96,11.0,11.67,129997.7,499.0,3.84,134400.44,510.0,Gemma
892.41,48.75,115,2358.88,782.59,9.0,11.5,29009.99,114.0,3.93,30506.11,123.0,Gemma
892.41,114.47,231,2018.03,5259.26,65.0,12.36,59600.48,230.0,3.86,66358.11,295.0,Gemma
892.41,115.12375,500,2104.36,1242.31,15.0,12.07,130097.17,499.0,3.84,134764.67,514.0,Gemma
892.41,115.12375,500,2045.02,4556.03,57.0,12.51,130727.82,499.0,3.82,138729.82,556.0,Gemma
892.41,56.11,121,2156.32,1519.2,18.0,11.85,30592.4,120.0,3.92,32867.89,138.0,Gemma
892.41,7.47,15,2007.76,1571.32,19.0,12.09,3518.65,14.0,3.98,5182.22,33.0,Gemma
892.41,115.12375,500,2049.69,1479.77,18.0,12.16,130268.75,499.0,3.83,135173.51,517.0,Gemma
892.41,115.12375,319,2288.72,776.61,9.0,11.59,82130.02,318.0,3.87,84986.66,327.0,Gemma
892.41,115.12375,500,1944.82,1245.12,15.0,12.05,130119.93,499.0,3.83,134839.16,514.0,Gemma
892.41,115.12375,500,1822.5,1486.11,18.0,12.11,130078.7,499.0,3.84,135093.09,517.0,Gemma
892.41,115.12375,331,1907.08,1491.15,18.0,12.07,85375.85,330.0,3.87,89087.74,348.0,Gemma
892.41,115.12375,362,2175.44,3059.39,38.0,12.42,93713.44,361.0,3.85,99165.34,399.0,Gemma
892.41,115.12375,351,2150.1,1716.52,21.0,12.23,90711.97,350.0,3.86,94742.67,371.0,Gemma
892.41,115.12375,500,2015.95,1643.43,20.0,12.17,130134.27,499.0,3.83,135211.54,519.0,Gemma
892.41,115.12375,500,2017.5,2018.97,25.0,12.38,130365.36,499.0,3.83,135816.0,524.0,Gemma
892.41,6.24,13,2084.67,7266.42,73.0,12.39,3077.64,12.0,3.9,10423.96,102.0,Gemma
892.41,115.12375,384,1977.84,3134.15,39.0,12.44,99552.28,383.0,3.85,105269.33,422.0,Gemma
892.41,115.12375,500,2040.81,4503.95,56.0,12.43,130749.29,499.0,3.82,138716.47,555.0,Gemma
892.41,115.12375,334,2199.73,1562.56,19.0,12.16,86188.26,333.0,3.86,89940.81,352.0,Gemma
892.41,48.19,114,2365.83,3524.62,44.0,12.48,28963.28,113.0,3.9,33189.35,157.0,Gemma
892.41,115.12375,500,2108.57,1120.31,13.0,11.6,130188.77,499.0,3.83,134730.45,512.0,Gemma
892.41,44.55,104,2334.51,1337.5,16.0,11.96,26215.77,103.0,3.93,28198.88,119.0,Gemma
892.41,71.55,156,2180.2,968.64,11.0,11.36,39614.52,155.0,3.91,41560.54,166.0,Gemma
892.41,115.12375,428,2081.98,3863.72,48.0,12.42,111352.18,427.0,3.83,118108.28,475.0,Gemma
892.41,12.39,29,2340.03,4735.34,59.0,12.46,7150.69,28.0,3.92,12061.11,87.0,Gemma
892.41,115.12375,379,1986.55,1112.03,13.0,11.69,97957.7,378.0,3.86,101601.69,391.0,Gemma
892.41,115.12375,500,2085.14,1474.05,18.0,12.21,130105.22,499.0,3.84,134987.7,517.0,Gemma
892.41,115.12375,500,2033.22,876.46,10.0,11.41,129958.6,499.0,3.84,134262.57,509.0,Gemma
892.41,112.36,256,2278.41,961.57,11.0,11.44,65637.48,255.0,3.88,68245.74,266.0,Gemma
892.41,115.12375,295,2211.97,637.67,7.0,10.98,75807.37,294.0,3.88,78363.2,301.0,Gemma
892.41,115.12375,500,1991.49,1095.02,13.0,11.87,130068.93,499.0,3.84,134612.48,512.0,Gemma
892.41,115.12375,500,1901.1,1094.01,13.0,11.88,130015.71,499.0,3.84,134567.75,512.0,Gemma
892.41,115.12375,500,1947.15,637.67,7.0,10.98,129937.73,499.0,3.84,134062.94,506.0,Gemma
892.41,115.12375,500,1947.24,8836.39,73.0,12.34,131492.89,499.0,3.79,143791.24,608.0,Gemma
892.41,115.12375,316,2215.63,1251.75,15.0,11.98,81412.4,315.0,3.87,84732.46,330.0,Gemma
892.41,58.07,136,2341.88,642.89,7.0,10.89,34393.98,135.0,3.93,35881.1,142.0,Gemma
892.41,49.34,115,2330.62,3238.96,40.0,12.35,29212.52,114.0,3.9,33161.49,154.0,Gemma
892.41,115.12375,500,2047.25,1020.09,12.0,11.76,130005.77,499.0,3.84,134474.58,511.0,Gemma
892.41,115.12375,317,2127.73,2581.31,32.0,12.4,81861.63,316.0,3.86,86527.66,348.0,Gemma
892.41,24.14,46,1905.71,2604.3,32.0,12.29,11415.02,45.0,3.94,14308.44,77.0,Gemma
892.41,115.12375,500,2034.29,776.3,9.0,11.59,130210.04,499.0,3.83,134424.31,508.0,Gemma
892.41,115.12375,223,1857.34,1554.52,19.0,12.22,57047.0,222.0,3.89,60078.91,241.0,Gemma
892.41,115.12375,500,1846.55,5932.36,73.0,12.47,130969.1,499.0,3.81,140383.45,573.0,Gemma
892.41,31.92,73,2286.82,1724.79,21.0,12.18,18265.79,72.0,3.94,20439.69,93.0,Gemma
892.41,115.12375,363,2161.47,5189.62,64.0,12.33,94335.46,362.0,3.84,101927.68,426.0,Gemma
892.41,115.12375,496,2002.48,706.7,8.0,11.32,128942.17,495.0,3.84,133070.69,503.0,Gemma
892.41,115.12375,500,1991.53,1635.26,20.0,12.23,130140.65,499.0,3.83,135214.41,519.0,Gemma
892.41,115.12375,283,1850.0,1029.31,12.0,11.66,72777.56,282.0,3.87,75718.29,294.0,Gemma
892.41,66.14,146,2207.41,2078.42,25.0,12.03,37123.39,145.0,3.91,40116.08,170.0,Gemma
892.41,115.12375,375,1962.02,1013.85,12.0,11.84,96847.06,374.0,3.86,100401.43,386.0,Gemma
892.41,9.09,20,2201.43,2063.09,25.0,12.12,4787.42,19.0,3.97,6974.11,44.0,Gemma
892.41,39.44,88,2231.41,3672.95,46.0,12.52,22268.26,87.0,3.91,26481.16,133.0,Gemma
892.41,115.12375,311,2040.8,1403.98,17.0,12.11,80138.5,310.0,3.87,83585.36,327.0,Gemma
892.41,115.12375,500,2030.62,949.24,11.0,11.59,129998.48,499.0,3.84,134399.54,510.0,Gemma
892.41,115.12375,500,1993.92,882.38,10.0,11.33,130134.42,499.0,3.83,134467.22,509.0,Gemma
892.41,115.12375,500,2011.23,2860.07,35.0,12.24,130420.45,499.0,3.83,136728.01,534.0,Gemma
892.41,115.12375,500,1967.6,4274.12,53.0,12.4,130686.07,499.0,3.82,138417.65,552.0,Gemma
892.41,115.12375,500,2107.94,513.77,5.0,9.73,129982.78,499.0,3.84,133914.69,504.0,Gemma
892.41,115.12375,354,1797.12,1929.24,23.0,11.92,91465.35,353.0,3.86,95830.05,376.0,Gemma
892.41,115.12375,500,2006.82,894.46,10.0,11.18,130003.42,499.0,3.84,134330.17,509.0,Gemma
892.41,115.12375,330,1989.04,1796.71,22.0,12.24,85148.45,329.0,3.86,89146.62,351.0,Gemma
892.41,103.81,227,2186.77,1243.05,15.0,12.07,58122.28,226.0,3.89,60816.02,241.0,Gemma
892.41,115.12375,491,1855.0,2829.76,35.0,12.37,128023.96,490.0,3.83,134272.55,525.0,Gemma
892.41,115.12375,465,2043.51,1003.29,12.0,11.96,120684.95,464.0,3.84,124862.74,476.0,Gemma
892.41,115.12375,298,2086.45,4423.09,55.0,12.43,77129.12,297.0,3.85,83515.24,352.0,Gemma
892.41,115.12375,438,1952.29,464.67,5.0,10.76,113390.62,437.0,3.85,116835.88,442.0,Gemma
892.41,92.44,211,2282.54,5580.1,69.0,12.37,54412.73,210.0,3.86,61327.67,279.0,Gemma
892.41,115.12375,476,2139.57,725.07,8.0,11.03,123560.9,475.0,3.84,127520.75,483.0,Gemma
892.41,115.12375,500,1776.36,11081.54375,73.0,12.2,132351.5,499.0,3.77,150064.58,672.0,Gemma
892.41,105.94,241,2274.96,3530.79,44.0,12.46,62114.38,240.0,3.86,67183.26,284.0,Gemma
892.41,21.05,47,2232.67,391.34,4.0,10.22,11597.18,46.0,3.97,12279.29,50.0,Gemma
892.41,115.12375,500,2001.34,1185.15,14.0,11.81,130172.76,499.0,3.83,134794.79,513.0,Gemma
892.41,63.6,144,2264.22,4368.33,54.0,12.36,36775.03,143.0,3.89,42045.55,197.0,Gemma
892.41,115.12375,500,2197.44,1493.56,18.0,12.05,130273.16,499.0,3.83,135168.84,517.0,Gemma
892.41,115.12375,403,2146.93,1318.89,16.0,12.13,104317.04,402.0,3.85,108343.32,418.0,Gemma
892.41,19.85,48,2417.89,543.22,6.0,11.05,11848.17,47.0,3.97,12687.42,53.0,Gemma
892.41,115.12375,500,2228.38,1995.63,24.0,12.03,130223.41,499.0,3.83,135618.23,523.0,Gemma
892.41,115.12375,379,2202.02,1094.8,13.0,11.87,98119.18,378.0,3.85,101734.29,391.0,Gemma
892.41,115.12375,371,2016.61,11081.54375,73.0,12.12,97932.56,370.0,3.78,118738.85,592.0,Gemma
892.41,72.99,158,2164.71,2022.15,25.0,12.36,40227.15,157.0,3.9,43249.03,182.0,Gemma
892.41,115.12375,276,2032.68,1104.86,13.0,11.77,71053.86,275.0,3.87,73981.43,288.0,Gemma
892.41,115.12375,316,2095.87,488.19,5.0,10.24,81330.0,315.0,3.87,83912.27,320.0,Gemma
892.41,115.12375,443,2163.7,1103.33,13.0,11.78,114997.44,442.0,3.84,119091.01,455.0,Gemma
892.41,108.35,206,1901.3,2191.88,27.0,12.32,52708.79,205.0,3.89,56261.75,232.0,Gemma
